id_gracza	imie	nazwisko	wiek	kategorie wiekowe		id_gry	id_gracza	stan	ocena			0	junior		grupa
439	Eugeniusz	Sikorski	67	weteran		50	118	posiada	10						
440	Korneliusz	Jankowski	27	senior		82	118	posiada	7						
441	Daniel	Kazmierczak	20	senior		104	118	posiada	7						
442	Dorian	Maciejewski	55	weteran		103	119	sprzedal	6						
443	Czeslaw	Mazur	44	senior		104	119	sprzedal	10						
444	Oskar	Jasinski	93	weteran		57	120	sprzedal	8						
445	Marcin	Wlodarczyk	86	weteran		71	120	sprzedal	9						
446	Anastazy	Kazmierczak	61	weteran		117	120	sprzedal	7						
447	Marcin	Makowski	61	weteran		26	121	sprzedal	10						
448	Alexander	Wlodarczyk	62	weteran		36	121	sprzedal	7						
449	Fryderyk	Baran	54	weteran		42	121	sprzedal	6						
450	Maciej	Wozniak	30	senior		101	121	chce kupic	8						
451	Mieszko	Przybylski	84	weteran		2	122	chce kupic	9						
452	Juliusz	Chmielewski	73	weteran		31	122	chce kupic	8						
453	Jan	Maciejewski	58	weteran		52	122	chce kupic	9						
454	Bartlomiej	Szewczyk	30	senior		89	122	posiada	7						
455	Aleksander	Rutkowski	69	weteran		15	123	chce kupic	7						
456	Fryderyk	Urbanski	29	senior		21	123	sprzedal	9						
457	Jedrzej	Dabrowski	54	weteran		1	124	posiada	9						
458	Remigiusz	Kucharski	69	weteran		13	124	chce kupic	9						
459	Hubert	Kozlowski	85	weteran		28	124	sprzedal	8						
460	Kajetan	Chmielewski	15	Junior		33	124	posiada	10						
461	Antoni	Lewandowski	45	senior		105	124	sprzedal	9						
462	Aleks	Przybylski	15	Junior		126	124	sprzedal	8						
463	Jerzy	Stepien	26	senior		22	125	chce kupic	8						
464	Norbert	Rutkowski	29	senior		23	125	chce kupic	10						
465	Hubert	Michalak	51	weteran		30	125	chce kupic	10						
466	Amadeusz	Wlodarczyk	56	weteran		75	125	chce kupic	10						
467	Damian	Maciejewski	70	weteran		89	125	posiada	7						
468	Artur	Piotrowski	76	weteran		96	125	chce kupic	7						
469	Franciszek	Stepien	91	weteran		17	126	sprzedal	9						
470	Anastazy	Blaszczyk	40	senior		29	126	posiada	10						
471	Krzysztof	Wisniewski	19	Junior		63	126	chce kupic	10						
472	Marcel	Nowak	84	weteran		11	127	sprzedal	6						
473	Alojzy	Kozlowski	44	senior		56	127	posiada	8						
474	Ernest	Walczak	33	senior		100	127	posiada	8						
475	Oktawian	Gajewski	74	weteran		129	127	posiada	10						
476	Remigiusz	Kozlowski	60	weteran		19	128	posiada	10						
477	Alojzy	Ziolkowski	35	senior		18	129	chce kupic	7						
478	Olgierd	Kwiatkowski	22	senior		94	129	sprzedal	8						
479	Ksawery	Pawlak	68	weteran		95	129	posiada	8						
480	Grzegorz	Czerwinski	20	senior		43	130	chce kupic	10						
481	Ryszard	Tomaszewski	35	senior		75	130	sprzedal	9						
482	Bartlomiej	Czarnecki	39	senior		112	130	posiada	9						
483	Denis	Witkowski	58	weteran		114	130	posiada	9						
484	Dariusz	Piotrowski	15	Junior		7	131	posiada	10						
485	Ludwik	Sikora	29	senior		15	131	posiada	10						
486	Anatol	Laskowski	63	weteran		112	131	posiada	10						
487	Ignacy	Baran	49	senior		115	131	posiada	6						
488	Natan	Pietrzak	71	weteran		11	132	posiada	10						
489	Czeslaw	Sokolowski	71	weteran		66	132	posiada	10						
490	Jerzy	Kaminski	84	weteran		84	132	posiada	8						
491	Gracjan	Kaminski	17	Junior		118	132	posiada	6						
492	Amir	Szymanski	93	weteran		52	133	posiada	9						
493	Natan	Kucharski	91	weteran		54	133	posiada	10						
494	Alexander	Kolodziej	43	senior		71	133	posiada	10						
495	Emanuel	Mazur	44	senior		92	133	sprzedal	7						
496	Klaudiusz	Kaczmarczyk	26	senior		46	134	sprzedal	8						
497	Alojzy	Wojciechowski	33	senior		102	134	sprzedal	6						
498	Marek	Kowalski	73	weteran		57	135	sprzedal	6						
499	Aleksander	Chmielewski	59	weteran		76	135	sprzedal	6						
500	Maciej	Ostrowski	63	weteran		88	135	sprzedal	6						
501	Fabian	Mazurek	17	Junior		55	136	sprzedal	8						
502	Bartlomiej	Ziolkowski	52	weteran		14	137	sprzedal	10						
503	Eustachy	Gajewski	91	weteran		22	137	chce kupic	7						
504	Filip	Brzezinski	74	weteran		67	137	chce kupic	8						
505	Antoni	Kubiak	64	weteran		14	138	chce kupic	8						
506	Heronim	Krajewski	28	senior		23	138	chce kupic	8						
507	Kordian	Sobczak	69	weteran		29	138	posiada	8						
508	Gniewomir	Makowski	64	weteran		131	138	chce kupic	9						
509	Kewin	Sikora	33	senior		64	139	sprzedal	8						
510	Janusz	Baranowski	28	senior		96	139	posiada	8						
511	Alek	Rutkowski	18	Junior		21	140	chce kupic	10						
512	Allan	Lewandowski	70	weteran		43	140	sprzedal	6						
513	Janusz	Piotrowski	91	weteran		67	140	posiada	7						
514	Kordian	Cieslak	36	senior		74	140	sprzedal	6						
515	Amadeusz	Wroblewski	28	senior		116	140	sprzedal	7						
516	Julian	Jasinski	33	senior		120	140	chce kupic	8						
517	Korneliusz	Zalewski	23	senior		5	141	chce kupic	7						
518	Kordian	Wysocki	69	weteran		24	141	chce kupic	10						
519	Mikolaj	Sadowski	59	weteran		33	142	chce kupic	6						
520	Jaroslaw	Kucharski	40	senior		66	142	posiada	7						
521	Dawid	Szewczyk	39	senior		101	142	chce kupic	6						
522	Ludwik	Borkowski	85	weteran		104	142	sprzedal	9						
523	Jedrzej	Ziolkowski	46	senior		16	143	posiada	10						
524	Mariusz	Lewandowski	47	senior		44	143	chce kupic	7						
525	Kryspin	Walczak	60	weteran		93	143	sprzedal	8						
526	Robert	Wojcik	41	senior		31	144	posiada	6						
527	Anastazy	Zielinski	47	senior		89	144	posiada	10						
528	Przemyslaw	Chmielewski	35	senior		18	145	posiada	8						
529	Kryspin	Gorski	37	senior		31	145	posiada	10						
530	Borys	Kalinowski	81	weteran		72	145	chce kupic	6						
531	Ariel	Laskowski	30	senior		77	145	sprzedal	7						
532	Amir	Marciniak	79	weteran		98	145	posiada	8						
533	Klaudiusz	Sikorski	21	senior		117	145	chce kupic	9						
534	Miroslaw	Wlodarczyk	74	weteran		25	146	sprzedal	7						
535	Franciszek	Jankowski	43	senior		71	147	posiada	6						
536	Ryszard	Brzezinski	61	weteran		91	147	posiada	9						
537	Aleksander	Laskowski	48	senior		124	147	posiada	6						
538	Marcel	Wojcik	39	senior		126	147	posiada	7						
539	Kamil	Jakubowski	16	Junior		4	148	posiada	9						
540	Kajetan	Lis	91	weteran		20	148	posiada	6						
541	Kazimierz	Kozlowski	83	weteran		36	148	posiada	7						
542	Norbert	Jasinski	23	senior		70	148	posiada	7						
543	Michal	Nowak	64	weteran		99	148	posiada	7						
544	Joachim	Wasilewski	66	weteran		113	148	posiada	10						
545	Antoni	Wojciechowski	92	weteran		127	148	posiada	9						
546	Heronim	Sadowski	84	weteran		39	149	posiada	9						
547	Eugeniusz	Andrzejewski	44	senior		66	149	posiada	9						
548	Rafal	Chmielewski	83	weteran		115	149	sprzedal	6						
549	Emanuel	Rutkowski	43	senior		116	149	sprzedal	10						
550	Dariusz	Kowalczyk	20	senior		122	149	sprzedal	6						
551	Maciej	Szczepanski	69	weteran		13	150	sprzedal	5						
552	Michal	Wasilewski	35	senior		27	150	sprzedal	7						
553	Radoslaw	Rutkowski	40	senior		35	150	sprzedal	5						
554	Piotr	Kucharski	52	weteran		64	150	sprzedal	6						
555	Mieszko	Kowalski	27	senior		2	151	sprzedal	4						
556	Patryk	Kucharski	73	weteran		24	151	chce kupic	10						
557	Klaudiusz	Czerwinski	63	weteran		55	151	chce kupic	8						
558	Cezary	Makowski	36	senior		65	151	chce kupic	4						
559	Filip	Lis	58	weteran		86	151	chce kupic	4						
560	Joachim	Mroz	28	senior		92	152	posiada	10						
561	Adam	Kowalski	40	senior		22	153	chce kupic	10						
562	Franciszek	Czarnecki	65	weteran		83	153	sprzedal	2						
563	Kajetan	Wroblewski	57	weteran		50	154	posiada	5						
564	Juliusz	Krajewski	87	weteran		16	155	chce kupic	1						
565	Alfred	Gajewski	29	senior		40	155	sprzedal	7						
566	Milan	Adamski	83	weteran		58	155	posiada	10						
567	Patryk	Krupa	42	senior		127	155	sprzedal	2						
568	Ignacy	Zawadzki	38	senior		2	156	sprzedal	10						
569	Gniewomir	Chmielewski	56	weteran		11	156	chce kupic	5						
570	Allan	Mazurek	78	weteran		40	156	chce kupic	6						
571	Jerzy	Borkowski	79	weteran		71	156	chce kupic	9						
572	Daniel	Kozlowski	63	weteran		124	156	chce kupic	8						
573	Kordian	Sikorski	62	weteran		65	157	posiada	8						
574	Amir	Pawlak	63	weteran		103	157	chce kupic	5						
575	Fryderyk	Mazurek	31	senior		108	157	sprzedal	8						
576	Borys	Dabrowski	34	senior		30	158	posiada	5						
577	Robert	Kowalczyk	73	weteran		61	158	chce kupic	6						
578	Maciej	Wojciechowski	38	senior		99	158	sprzedal	9						
579	Kornel	Dabrowski	42	senior		48	159	posiada	7						
580	Bruno	Szymczak	78	weteran		20	160	posiada	10						
581	Gracjan	Szymanski	64	weteran		32	160	posiada	10						
582	Ignacy	Kaminski	21	senior		62	160	posiada	9						
583	Grzegorz	Gorski	87	weteran		66	160	chce kupic	8						
584	Michal	Szymanski	35	senior		100	160	sprzedal	7						
585	Bartlomiej	Kalinowski	68	weteran		71	161	posiada	7						
586	Eryk	Wozniak	58	weteran		89	161	chce kupic	8						
587	Maksymilian	Cieslak	49	senior		94	161	sprzedal	8						
588	Leonardo	Blaszczyk	91	weteran		100	161	posiada	10						
589	Mariusz	Stepien	54	weteran		7	162	posiada	10						
590	Damian	Wisniewski	35	senior		24	162	posiada	9						
591	Natan	Kucharski	81	weteran		75	162	posiada	9						
592	Juliusz	Krupa	41	senior		98	162	posiada	7						
593	Dobromil	Pawlak	54	weteran		126	162	posiada	8						
594	Kacper	Nowak	87	weteran		52	163	posiada	8						
595	Heronim	Krawczyk	89	weteran		69	163	posiada	9						
596	Anatol	Sadowski	59	weteran		70	163	posiada	8						
597	Miron	Ziolkowski	38	senior		128	163	posiada	7						
598	Kuba	Wasilewski	41	senior		129	163	posiada	9						
599	Hubert	Gorecki	18	Junior		2	164	posiada	9						
600	Oktawian	Sawicki	60	weteran		38	164	posiada	9						
601	Krzysztof	Chmielewski	19	Junior		43	164	sprzedal	9						
602	Miron	Tomaszewski	53	weteran		124	164	sprzedal	10						
603	Bronislaw	Baran	14	Junior		60	165	sprzedal	8						
604	Henryk	Wozniak	28	senior		2	166	sprzedal	7						
605	Henryk	Urbanski	88	weteran		20	166	sprzedal	7						
606	Maksymilian	Jaworski	62	weteran		24	166	sprzedal	8						
607	Igor	Szymczak	74	weteran		78	166	sprzedal	7						
608	Jedrzej	Kowalczyk	83	weteran		80	166	sprzedal	10						
609	Aleksy	Gajewski	31	senior		114	166	chce kupic	8						
610	Daniel	Gajewski	46	senior		124	166	chce kupic	9						
611	Daniel	Piotrowski	17	Junior		4	167	chce kupic	8						
612	Norbert	Michalak	67	weteran		87	167	chce kupic	10						
613	Ignacy	Glowacki	58	weteran		35	168	posiada	7						
614	Krystian	Mazurek	91	weteran		103	168	chce kupic	7						
615	Igor	Pietrzak	44	senior		112	168	sprzedal	10						
616	Damian	Lis	35	senior		119	168	posiada	8						
617	Ireneusz	Kowalski	68	weteran		122	168	chce kupic	7						
618	Maksymilian	Wojcik	65	weteran		50	169	sprzedal	10						
619	Alojzy	Szewczyk	56	weteran		69	169	posiada	9						
620	Mikolaj	Sadowski	91	weteran		77	169	sprzedal	7						
621	Janusz	Adamski	44	senior		126	169	sprzedal	9						
622	Miroslaw	Wozniak	80	weteran		12	170	chce kupic	7						
623	Diego	Pawlak	26	senior		65	170	chce kupic	8						
624	Bartosz	Kucharski	31	senior		69	170	chce kupic	8						
625	Fryderyk	Krupa	73	weteran		12	171	chce kupic	7						
626	Alfred	Stepien	40	senior		13	171	posiada	8						
627	Korneliusz	Dabrowski	68	weteran		68	171	chce kupic	10						
628	Blazej	Michalak	42	senior		86	171	sprzedal	8						
629	Franciszek	Szymczak	58	weteran		22	172	posiada	10						
630	Ariel	Jankowski	49	senior		76	172	chce kupic	10						
631	Alex	Bak	28	senior		79	172	sprzedal	8						
632	Alfred	Szczepanski	20	senior		120	172	posiada	10						
633	Patryk	Czerwinski	28	senior		130	172	posiada	8						
634	Leonardo	Brzezinski	33	senior		13	173	posiada	7						
635	Cyprian	Walczak	64	weteran		36	173	posiada	10						
636	Oskar	Adamski	65	weteran		54	173	chce kupic	9						
637	Dobromil	Jankowski	20	senior		59	173	sprzedal	8						
638	Olgierd	Sikorski	46	senior		84	173	posiada	8						
639	Bruno	Cieslak	38	senior		118	173	chce kupic	8						
640	Remigiusz	Nowak	93	weteran		13	174	sprzedal	9						
641	Damian	Krupa	27	senior		41	174	posiada	10						
642	Borys	Wysocki	55	weteran		63	174	posiada	7						
643	Filip	Laskowski	73	weteran		68	174	posiada	10						
644	Blazej	Czerwinski	33	senior		129	174	posiada	7						
645	Anastazy	Mazur	82	weteran		130	174	posiada	9						
646	Michal	Lewandowski	74	weteran		9	175	posiada	9						
647	Maurycy	Kaminski	52	weteran		26	175	posiada	8						
648	Dawid	Nowak	43	senior		27	175	posiada	10						
649	Dominik	Kowalski	91	weteran		49	175	posiada	9						
650	Czeslaw	Kwiatkowski	83	weteran		66	175	posiada	9						
651	Henryk	Ostrowski	43	senior		35	176	posiada	8						
652	Anatol	Sadowski	26	senior		44	176	posiada	9						
653	Florian	Przybylski	63	weteran		46	176	posiada	7						
654	Fabian	Walczak	59	weteran		77	176	sprzedal	8						
655	Kacper	Lis	76	weteran		126	176	sprzedal	8						
656	Kewin	Laskowski	46	senior		49	177	sprzedal	8						
657	Ryszard	Zielinski	85	weteran		67	177	sprzedal	7						
658	Mieszko	Urbanski	29	senior		99	177	sprzedal	7						
659	Kewin	Maciejewski	30	senior		127	177	sprzedal	9						
660	Diego	Kucharski	27	senior		49	178	sprzedal	8						
661	Dobromil	Glowacki	93	weteran		59	178	sprzedal	8						
662	Bartosz	Sikorski	67	weteran		97	178	chce kupic	8						
663	Kornel	Szewczyk	90	weteran		17	179	chce kupic	9						
664	Janusz	Zawadzki	63	weteran		59	179	chce kupic	7						
665	Hubert	Kolodziej	92	weteran		78	179	chce kupic	9						
666	Olgierd	Malinowski	14	Junior		123	179	posiada	8						
667	Filip	Cieslak	93	weteran		125	179	chce kupic	9						
668	Alek	Andrzejewski	43	senior		7	180	sprzedal	10						
669	Bartosz	Szewczyk	27	senior		44	180	posiada	7						
670	Joachim	Cieslak	45	senior		34	181	chce kupic	8						
671	Borys	Czarnecki	82	weteran		48	181	sprzedal	8						
672	Amir	Wojciechowski	36	senior		96	181	posiada	8						
673	Remigiusz	Kolodziej	56	weteran		26	182	sprzedal	10						
674	Denis	Sawicki	33	senior		46	182	sprzedal	9						
675	Olaf	Szymanski	63	weteran		61	182	chce kupic	9						
676	Jedrzej	Wroblewski	19	Junior		76	182	chce kupic	10						
677	Bartosz	Czerwinski	39	senior		80	182	chce kupic	9						
678	Milosz	Wasilewski	91	weteran		94	182	chce kupic	8						
679	Gracjan	Przybylski	88	weteran		5	183	posiada	10						
680	Denis	Blaszczyk	85	weteran		23	183	chce kupic	10						
681	Lucjan	Kucharski	89	weteran		117	183	sprzedal	9						
682	Piotr	Mazurek	63	weteran		5	184	posiada	7						
683	Klaudiusz	Szczepanski	85	weteran		80	184	chce kupic	9						
684	Dawid	Stepien	15	Junior		14	185	sprzedal	7						
685	Karol	Maciejewski	68	weteran		24	185	posiada	9						
686	Daniel	Kubiak	21	senior		27	185	posiada	9						
687	Przemyslaw	Zielinski	31	senior		69	185	posiada	10						
688	Juliusz	Zalewski	34	senior		82	185	posiada	7						
689	Mateusz	Rutkowski	28	senior		26	186	chce kupic	10						
690	Kordian	Czarnecki	89	weteran		65	186	sprzedal	8						
691	Arkadiusz	Zawadzki	47	senior		96	186	posiada	9						
692	Janusz	Malinowski	46	senior		108	186	chce kupic	9						
693	Alan	Laskowski	50	weteran		20	187	sprzedal	7						
694	Maksymilian	Baranowski	35	senior		46	187	posiada	7						
695	Olgierd	Michalak	71	weteran		73	187	posiada	10						
696	Allan	Szewczyk	31	senior		74	187	posiada	9						
697	Jaroslaw	Kubiak	20	senior		7	188	posiada	9						
698	Mikolaj	Laskowski	79	weteran		36	188	posiada	10						
699	Patryk	Lis	40	senior		57	188	posiada	7						
700	Florian	Sikora	35	senior		101	188	posiada	10						
701	Maurycy	Bak	91	weteran		103	188	posiada	8						
702	Oskar	Maciejewski	55	weteran		107	188	posiada	8						
703	Dominik	Jakubowski	21	senior		127	188	posiada	9						
704	Norbert	Stepien	85	weteran		68	189	posiada	10						
705	Jacek	Sobczak	83	weteran		82	189	posiada	7						
706	Oktawian	Sikorski	87	weteran		110	189	posiada	10						
707	Anatol	Mazurek	18	Junior		118	189	sprzedal	9						
708	Mateusz	Ziolkowski	83	weteran		119	189	sprzedal	8						
709	Kordian	Baran	74	weteran		40	190	sprzedal	10						
710	Oktawian	Wasilewski	47	senior		42	190	sprzedal	8						
711	Kazimierz	Kwiatkowski	89	weteran		67	190	sprzedal	10						
712	Jerzy	Wojciechowski	61	weteran		3	191	sprzedal	9						
713	Mikolaj	Lewandowski	91	weteran		34	191	sprzedal	8						
714	Aleks	Brzezinski	71	weteran		94	192	sprzedal	8						
715	Borys	Wroblewski	19	Junior		98	192	chce kupic	8						
716	Jozef	Nowak	80	weteran		99	192	chce kupic	7						
717	Eustachy	Zawadzki	26	senior		110	192	chce kupic	10						
718	Fryderyk	Dabrowski	69	weteran		131	192	chce kupic	9						
719	Kajetan	Sokolowski	40	senior		18	193	posiada	10						
720	Piotr	Jaworski	91	weteran		38	193	chce kupic	8						
721	Gracjan	Stepien	31	senior		88	193	sprzedal	8						
722	Oskar	Czarnecki	64	weteran		32	194	posiada	8						
723	Diego	Baran	57	weteran		75	194	chce kupic	8						
724	Kamil	Zakrzewski	31	senior		115	194	sprzedal	10						
725	Hubert	Kozlowski	19	Junior		47	195	posiada	10						
726	Marcin	Pawlak	75	weteran		57	195	sprzedal	8						
727	Korneliusz	Brzezinski	31	senior		77	195	sprzedal	9						
728	Kacper	Wroblewski	35	senior		125	195	chce kupic	9						
729	Karol	Maciejewski	73	weteran		126	195	chce kupic	8						
730	Radoslaw	Tomaszewski	33	senior		14	196	chce kupic	10						
731	Alexander	Sikora	71	weteran		58	196	chce kupic	10						
732	Janusz	Wisniewski	56	weteran		78	196	posiada	8						
733	Robert	Lis	85	weteran		16	197	chce kupic	8						
734	Adrian	Maciejewski	45	senior		97	197	sprzedal	9						
735	Kuba	Baranowski	75	weteran		109	197	posiada	10						
736	Alex	Gorecki	91	weteran		110	197	chce kupic	10						
737	Amir	Zakrzewski	71	weteran		117	197	sprzedal	7						
738	Heronim	Nowak	51	weteran		125	197	posiada	10						
739	Mateusz	Zalewski	64	weteran		16	198	posiada	9						
740	Alexander	Krajewski	84	weteran		52	198	posiada	7						
741	Ignacy	Kaminski	44	senior		81	198	posiada	9						
742	Krzysztof	Tomaszewski	17	Junior		122	198	chce kupic	8						
743	Jakub	Wisniewski	93	weteran		43	199	sprzedal	10						
744	Przemyslaw	Kwiatkowski	16	Junior		61	199	posiada	10						
745	Mikolaj	Sobczak	19	Junior		113	199	chce kupic	8						
746	Juliusz	Sikora	54	weteran		120	200	sprzedal	10						
747	Aleks	Wasilewski	19	Junior		1	201	posiada	7						
748	Alojzy	Pietrzak	14	Junior		59	201	posiada	8						
749	Gracjan	Czarnecki	76	weteran		65	201	posiada	9						
750	Ludwik	Baranowski	38	senior		87	201	posiada	9						
751	Daniel	Witkowski	51	weteran		111	201	posiada	8						
752	Remigiusz	Gajewski	90	weteran		114	201	posiada	7						
753	Jacek	Mazurek	42	senior		5	202	posiada	10						
754	Amadeusz	Urbanski	27	senior		10	202	posiada	9						
755	Jozef	Kazmierczak	69	weteran		4	203	posiada	8						
756	Blazej	Szczepanski	87	weteran		34	203	posiada	8						
757	Diego	Borkowski	57	weteran		57	203	posiada	7						
758	Anatol	Marciniak	63	weteran		68	203	posiada	7						
759	Gniewomir	Lis	19	Junior		74	203	posiada	10						
760	Fryderyk	Lewandowski	45	senior		66	204	sprzedal	7						
761	Bartlomiej	Marciniak	67	weteran		70	204	sprzedal	8						
762	Milan	Michalak	72	weteran		87	204	sprzedal	7						
763	Gabriel	Jankowski	26	senior		1	205	sprzedal	7						
764	Piotr	Duda	61	weteran		46	205	sprzedal	8						
765	Damian	Duda	87	weteran		90	205	sprzedal	9						
766	Antoni	Jankowski	56	weteran		57	206	sprzedal	8						
767	Mariusz	Gajewski	46	senior		60	206	sprzedal	7						
768	Olgierd	Szymanski	88	weteran		71	206	chce kupic	7						
769	Norbert	Jasinski	25	senior		77	206	chce kupic	7						
770	Igor	Szczepanski	68	weteran		96	206	chce kupic	8						
771	Emil	Kucharski	62	weteran		25	207	chce kupic	8						
772	Aleksander	Krajewski	79	weteran		58	207	posiada	10						
773	Jedrzej	Chmielewski	45	senior		76	207	chce kupic	8						
774	Krystian	Duda	44	senior		41	208	sprzedal	8						
775	Gabriel	Baranowski	21	senior		45	208	posiada	7						
776	Florian	Tomaszewski	27	senior		52	208	chce kupic	8						
777	Alfred	Kalinowski	61	weteran		80	208	sprzedal	9						
778	Filip	Kaczmarczyk	23	senior		122	208	posiada	7						
779	Joachim	Szymanski	58	weteran		1	209	sprzedal	10						
780	Bronislaw	Adamski	59	weteran		15	209	sprzedal	10						
781	Fryderyk	Kazmierczak	66	weteran		43	209	chce kupic	9						
782	Fryderyk	Sawicki	45	senior		53	209	chce kupic	7						
783	Marian	Jakubowski	38	senior		129	209	chce kupic	8						
784	Miron	Wisniewski	90	weteran		27	210	chce kupic	8						
785	Henryk	Kowalski	37	senior		60	210	posiada	7						
786	Dominik	Sadowski	56	weteran		88	210	chce kupic	10						
787	Emil	Kubiak	43	senior		127	210	sprzedal	9						
788	Alfred	Malinowski	89	weteran		54	211	posiada	7						
789	Piotr	Brzezinski	55	weteran		103	211	chce kupic	8						
790	Maurycy	Kaminski	14	Junior		7	212	sprzedal	10						
791	Heronim	Kwiatkowski	29	senior		24	212	posiada	10						
792	Igor	Jasinski	23	senior		46	212	posiada	7						
793	Juliusz	Krajewski	77	weteran		12	213	posiada	10						
794	Gracjan	Andrzejewski	68	weteran		17	213	posiada	8						
795	Eustachy	Wlodarczyk	78	weteran		59	213	chce kupic	7						
796	Eugeniusz	Chmielewski	48	senior		106	213	sprzedal	10						
797	Emil	Blaszczyk	86	weteran		38	214	posiada	9						
798	Cyprian	Sokolowski	78	weteran		61	214	chce kupic	9						
799	Ariel	Kowalski	85	weteran		105	214	sprzedal	8						
800	Dobromil	Wojcik	36	senior		119	214	posiada	10						
801	Ireneusz	Zielinski	65	weteran		30	215	posiada	9						
802	Andrzej	Zawadzki	28	senior		35	215	posiada	10						
803	Eustachy	Kwiatkowski	41	senior		70	215	posiada	10						
804	Roman	Kaminski	73	weteran		108	215	posiada	10						
805	Jerzy	Szczepanski	65	weteran		123	215	posiada	10						
806	Igor	Kazmierczak	16	Junior		58	216	posiada	7						
807	Konrad	Zalewski	74	weteran		61	216	posiada	10						
808	Dobromil	Brzezinski	30	senior		103	216	posiada	8						
809	Dorian	Urbanski	30	senior		108	216	posiada	10						
810	Hubert	Nowak	58	weteran		114	216	posiada	8						
811	Konrad	Wozniak	78	weteran		25	217	posiada	8						
812	Bartosz	Kucharski	38	senior		56	217	posiada	10						
813	Maksymilian	Makowski	93	weteran		64	217	sprzedal	8						
814	Gracjan	Borkowski	74	weteran		88	217	sprzedal	7						
815	Ryszard	Zielinski	57	weteran		128	217	sprzedal	10						
816	Korneliusz	Szczepanski	51	weteran		1	218	sprzedal	8						
817	Bogumil	Ziolkowski	33	senior		8	218	sprzedal	7						
818	Jan	Krajewski	44	senior		12	218	sprzedal	8						
819	Oktawian	Kowalczyk	67	weteran		39	218	sprzedal	7						
820	Ernest	Malinowski	51	weteran		11	219	sprzedal	10						
821	Miroslaw	Pawlak	70	weteran		16	219	chce kupic	8						
822	Filip	Wojciechowski	54	weteran		94	219	chce kupic	7						
823	Anatol	Lewandowski	45	senior		97	219	chce kupic	8						
824	Heronim	Kalinowski	77	weteran		117	219	chce kupic	8						
825	Bogumil	Borkowski	59	weteran		10	220	posiada	7						
826	Alfred	Malinowski	37	senior		35	220	chce kupic	10						
827	Pawel	Lewandowski	65	weteran		104	220	sprzedal	8						
828	Kornel	Sadowski	56	weteran		112	220	posiada	9						
829	Edward	Zakrzewski	54	weteran		9	221	chce kupic	9						
830	Allan	Wysocki	74	weteran		96	221	sprzedal	9						
831	Jacek	Ziolkowski	42	senior		103	221	posiada	7						
832	Emanuel	Dabrowski	52	weteran		63	222	sprzedal	8						
833	Bartosz	Gorski	39	senior		19	223	sprzedal	7						
834	Dobromil	Wisniewski	33	senior		39	223	chce kupic	7						
835	Juliusz	Stepien	68	weteran		56	223	chce kupic	8						
836	Norbert	Duda	63	weteran		121	223	chce kupic	8						
837	Eustachy	Urbanski	78	weteran		43	225	chce kupic	10						
838	Jozef	Czerwinski	56	weteran		64	225	posiada	7						
839	Arkadiusz	Krawczyk	30	senior		70	225	chce kupic	8						
840	Rafal	Dabrowski	76	weteran		125	225	sprzedal	10						
841	Adam	Wysocki	24	senior		117	226	posiada	9						
842	Iga	Wozniak	91	weteran		39	227	chce kupic	10						
843	Aniela	Szulc	65	weteran		129	227	sprzedal	7						
844	Daria	Jaworska	78	weteran		49	228	posiada	10						
845	Katarzyna	Makowska	63	weteran		91	228	posiada	9						
846	Nina	Jakubowska	44	senior		108	228	posiada	8						
847	Angelika	Ziolkowska	70	weteran		38	229	posiada	7						
848	Czeslawa	Duda	14	Junior		129	229	chce kupic	8						
849	Kamila	Blaszczyk	35	senior		15	231	sprzedal	7						
850	Paula	Ostrowska	40	senior		18	231	posiada	7						
851	Judyta	Witkowska	92	weteran		39	231	chce kupic	7						
852	Stefania	Sobczak	15	Junior		90	231	sprzedal	7						
853	Amanda	Czerwinska	77	weteran		92	231	posiada	7						
854	Magda	Lis	20	senior		120	231	posiada	10						
855	Bogda	Kaczmarczyk	49	senior		19	232	posiada	9						
856	Kinga	Kwiatkowska	45	senior		22	232	posiada	7						
857	Oliwia	Wasilewska	75	weteran		74	232	posiada	7						
858	Olga	Tomaszewska	85	weteran		110	232	posiada	10						
859	Malgorzata	Szymanska	30	senior		31	233	posiada	10						
860	Lucyna	Pawlak	71	weteran		40	233	posiada	7						
861	Agata	Kaczmarczyk	15	Junior		83	233	posiada	7						
862	Eleonora	Kwiatkowska	63	weteran		98	233	posiada	10						
863	Angelika	Andrzejewska	47	senior		100	233	posiada	7						
864	Wanda	Malinowska	34	senior		111	233	posiada	9						
865	Klara	Pietrzak	79	weteran		79	234	posiada	10						
866	Boguslawa	Jaworska	16	Junior		102	234	sprzedal	9						
867	Aniela	Blaszczyk	93	weteran		106	234	sprzedal	7						
868	Kamila	Brzezinska	52	weteran		1	235	sprzedal	7						
869	Lucyna	Jasinska	37	senior		77	235	sprzedal	10						
870	Andrea	Blaszczyk	85	weteran		81	235	sprzedal	10						
871	Miroslawa	Jankowska	37	senior		104	235	sprzedal	7						
872	Honorata	Zakrzewska	88	weteran		128	235	sprzedal	7						
873	Berenika	Piotrowska	46	senior		7	236	sprzedal	9						
874	Elwira	Krupa	90	weteran		12	236	chce kupic	9						
875	Blanka	Pietrzak	86	weteran		39	236	chce kupic	7						
876	Iga	Sadowska	88	weteran		46	236	chce kupic	10						
877	Dominika	Kowalczyk	77	weteran		92	236	chce kupic	9						
878	Roza	Lis	82	weteran		30	237	posiada	10						
